Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
knob-cap,86.7 ± 1.3,97.3 ± 0.4,93.4 ± 0.3,91.4 ± 0.0,31.4 ± 1.0,31.1 ± 0.6,70.3 ± 0.2,74.6 ± 5.3,53.7 ± 0.9,39.8 ± 3.8,91.2 ± 2.4,98.7 ± 0.4,96.7 ± 0.3,46.7 ± 6.1,38.7 ± 2.3,29.3 ± 4.6
laser_diode,60.8 ± 5.2,89.8 ± 1.5,91.6 ± 0.0,78.2 ± 1.7,3.6 ± 0.7,10.0 ± 1.5,69.8 ± 1.7,95.7 ± 2.2,91.9 ± 2.7,84.6 ± 3.6,72.5 ± 2.5,95.4 ± 0.2,94.0 ± 0.1,97.3 ± 4.6,82.7 ± 16.7,73.3 ± 8.3
lattice_block_plug,74.1 ± 2.6,93.5 ± 0.7,91.8 ± 0.3,94.3 ± 0.1,40.3 ± 1.5,43.9 ± 1.8,79.6 ± 1.9,83.7 ± 3.6,72.1 ± 1.7,62.2 ± 2.4,87.1 ± 4.2,98.2 ± 0.6,94.9 ± 0.4,72.0 ± 8.0,58.7 ± 8.3,45.3 ± 12.2
lego-pin-connector-plate,97.9 ± 0.4,99.7 ± 0.1,98.3 ± 0.5,98.9 ± 0.1,77.4 ± 0.4,73.1 ± 0.5,94.0 ± 0.4,15.9 ± 3.9,10.2 ± 0.8,6.0 ± 1.6,99.6 ± 0.2,99.9 ± 0.0,99.2 ± 0.4,6.7 ± 2.3,4.0 ± 4.0,0.0 ± 0.0
lego-propeller,83.1 ± 9.5,96.9 ± 2.1,94.9 ± 0.6,94.0 ± 2.5,47.2 ± 21.8,47.8 ± 21.0,78.0 ± 8.0,69.7 ± 6.6,49.2 ± 13.5,38.4 ± 16.3,89.0 ± 3.4,98.4 ± 0.6,95.6 ± 0.8,65.3 ± 12.2,45.3 ± 4.6,34.7 ± 10.1
lego-reel,89.0 ± 1.7,98.4 ± 0.3,94.5 ± 0.2,91.8 ± 0.3,55.0 ± 0.4,56.7 ± 0.2,91.6 ± 0.2,78.9 ± 3.7,59.7 ± 4.0,38.9 ± 4.4,99.3 ± 0.9,99.9 ± 0.1,98.8 ± 0.7,9.3 ± 12.9,4.0 ± 6.9,1.3 ± 2.3
lego-technical-gear,92.7 ± 0.1,98.7 ± 0.0,94.5 ± 0.3,97.5 ± 0.0,64.9 ± 0.3,63.6 ± 0.2,87.3 ± 0.1,80.6 ± 0.7,46.8 ± 2.8,13.9 ± 1.9,97.4 ± 0.4,99.6 ± 0.1,98.5 ± 0.2,13.3 ± 2.3,12.0 ± 0.0,9.3 ± 2.3
lego-turbine,94.9 ± 0.7,98.4 ± 0.3,94.6 ± 0.2,97.4 ± 0.2,71.8 ± 0.2,68.4 ± 0.4,88.2 ± 0.5,36.2 ± 2.1,23.5 ± 3.2,13.3 ± 1.1,88.5 ± 3.3,98.5 ± 0.4,95.6 ± 0.4,61.3 ± 10.1,53.3 ± 12.9,48.0 ± 10.6
lighting_connector,86.9 ± 0.1,96.9 ± 0.0,90.7 ± 0.2,97.1 ± 0.2,69.1 ± 1.4,64.2 ± 1.1,77.4 ± 0.4,87.2 ± 2.6,70.4 ± 0.8,52.7 ± 3.1,83.9 ± 0.7,97.6 ± 0.2,94.2 ± 0.1,90.7 ± 2.3,76.0 ± 6.9,56.0 ± 4.0
lilypad_led,83.5 ± 2.1,97.1 ± 0.3,94.7 ± 0.2,91.4 ± 0.1,45.1 ± 0.7,49.1 ± 0.5,84.5 ± 0.4,73.1 ± 2.4,57.1 ± 6.8,44.5 ± 6.1,87.5 ± 1.5,97.2 ± 0.0,96.2 ± 0.5,49.3 ± 4.6,40.0 ± 4.0,28.0 ± 6.9
limit-switch,92.3 ± 0.7,98.0 ± 0.2,92.3 ± 0.5,95.7 ± 0.0,36.9 ± 1.1,42.5 ± 0.2,84.0 ± 0.2,69.8 ± 8.1,43.6 ± 4.4,25.5 ± 4.6,94.8 ± 2.3,99.3 ± 0.3,96.6 ± 0.6,42.7 ± 12.9,33.3 ± 8.3,14.7 ± 9.2
lithium_battery_plug,93.4 ± 0.2,98.9 ± 0.1,95.7 ± 0.1,98.1 ± 0.1,68.0 ± 0.4,64.9 ± 0.6,85.2 ± 0.5,51.4 ± 2.8,31.7 ± 2.2,18.8 ± 1.2,97.7 ± 0.3,99.7 ± 0.1,98.5 ± 0.9,20.0 ± 13.9,8.0 ± 0.0,8.0 ± 0.0
littel-fuse,93.6 ± 1.7,99.1 ± 0.3,95.7 ± 0.4,80.9 ± 0.7,43.2 ± 1.3,47.3 ± 1.0,77.6 ± 0.8,57.7 ± 8.0,33.9 ± 6.4,20.1 ± 6.7,96.6 ± 1.7,99.6 ± 0.2,98.1 ± 0.8,22.7 ± 8.3,16.0 ± 4.0,10.7 ± 6.1
little_cow_model,65.2 ± 2.3,90.9 ± 0.5,92.3 ± 0.1,96.2 ± 0.3,38.9 ± 3.0,45.1 ± 2.9,81.4 ± 1.0,90.8 ± 4.3,86.1 ± 4.0,79.6 ± 3.7,66.6 ± 2.3,93.5 ± 0.6,94.2 ± 0.1,92.0 ± 8.0,88.0 ± 10.6,80.0 ± 4.0
lock,93.4 ± 0.3,98.9 ± 0.0,95.9 ± 0.3,86.6 ± 0.3,42.6 ± 0.5,45.1 ± 0.6,65.4 ± 0.6,45.3 ± 5.2,32.4 ± 2.2,19.9 ± 2.2,96.0 ± 0.2,99.3 ± 0.0,98.9 ± 0.1,16.0 ± 4.0,13.3 ± 2.3,9.3 ± 2.3
long-zipper,92.0 ± 0.5,98.7 ± 0.1,95.1 ± 0.5,85.8 ± 0.2,13.8 ± 0.6,16.1 ± 1.0,79.5 ± 0.2,63.0 ± 10.0,38.9 ± 8.0,25.3 ± 3.7,96.2 ± 0.4,99.5 ± 0.1,97.1 ± 0.3,38.7 ± 10.1,25.3 ± 4.6,5.3 ± 2.3
meteor_hammer_arrowhead,81.3 ± 0.2,96.3 ± 0.1,92.0 ± 0.1,97.1 ± 0.1,63.5 ± 0.5,61.7 ± 0.3,87.1 ± 0.2,88.0 ± 2.4,76.8 ± 1.0,62.8 ± 1.5,90.3 ± 3.4,98.7 ± 0.5,95.4 ± 0.4,65.3 ± 8.3,53.3 ± 18.5,32.0 ± 13.9
miniature_laser_module,79.1 ± 4.5,95.5 ± 1.4,94.4 ± 0.3,95.7 ± 0.2,31.6 ± 4.6,42.2 ± 2.6,85.6 ± 1.2,79.4 ± 2.4,59.3 ± 8.0,43.4 ± 3.7,78.8 ± 7.2,95.8 ± 1.9,94.6 ± 0.8,80.0 ± 18.3,74.7 ± 16.2,56.0 ± 22.3
miniature_lifting_motor,77.0 ± 1.0,96.6 ± 0.1,94.0 ± 0.0,97.7 ± 0.1,77.6 ± 0.3,76.6 ± 0.3,72.1 ± 0.2,94.5 ± 0.8,83.6 ± 2.4,72.9 ± 2.4,75.3 ± 0.6,96.4 ± 0.2,94.2 ± 0.1,88.0 ± 6.9,77.3 ± 6.1,72.0 ± 0.0
miniature_motor,76.9 ± 3.4,95.3 ± 1.2,95.3 ± 0.1,97.4 ± 1.5,46.4 ± 18.9,48.3 ± 13.8,79.6 ± 10.8,63.1 ± 1.2,53.4 ± 1.9,45.5 ± 2.9,78.0 ± 12.0,96.6 ± 2.1,96.4 ± 0.6,56.9 ± 15.8,56.9 ± 15.8,54.2 ± 18.2
miniature_stepper_motor,89.4 ± 2.1,98.5 ± 0.3,94.8 ± 0.3,92.6 ± 0.4,61.6 ± 0.9,59.1 ± 0.3,71.7 ± 0.6,73.1 ± 3.3,52.0 ± 6.5,37.6 ± 5.8,95.1 ± 3.9,99.3 ± 0.6,97.1 ± 1.3,40.0 ± 22.3,29.3 ± 23.4,12.0 ± 12.0
mobile_charging_connector,89.9 ± 0.7,98.6 ± 0.1,95.4 ± 0.4,97.9 ± 0.1,80.5 ± 0.2,75.8 ± 0.1,86.1 ± 0.6,62.1 ± 7.0,49.1 ± 7.2,35.2 ± 3.2,91.6 ± 1.2,98.8 ± 0.1,95.9 ± 0.6,60.0 ± 4.0,44.0 ± 12.0,32.0 ± 8.0
model_steering_module,88.8 ± 0.9,97.9 ± 0.2,92.9 ± 0.4,99.0 ± 0.1,57.1 ± 0.9,61.2 ± 0.7,88.7 ± 1.2,74.9 ± 5.9,57.3 ± 7.3,38.6 ± 4.8,89.8 ± 1.5,98.6 ± 0.2,95.6 ± 0.8,61.3 ± 9.2,52.0 ± 6.9,37.3 ± 2.3
monitor_socket,89.7 ± 0.9,98.5 ± 0.1,95.2 ± 0.3,98.4 ± 0.0,76.0 ± 0.2,68.6 ± 0.1,89.1 ± 0.1,64.1 ± 5.5,49.8 ± 5.0,33.6 ± 1.6,88.3 ± 1.9,98.3 ± 0.3,95.4 ± 0.3,64.0 ± 6.9,50.7 ± 6.1,42.7 ± 4.6
motor_bracket,85.9 ± 1.1,98.0 ± 0.2,94.2 ± 0.2,96.4 ± 0.1,73.0 ± 0.5,68.9 ± 0.7,78.2 ± 0.4,81.4 ± 4.0,64.3 ± 3.6,48.3 ± 2.8,91.3 ± 1.1,98.8 ± 0.2,95.0 ± 0.5,70.7 ± 6.1,48.0 ± 10.6,28.0 ± 6.9
motor_gear_reducer,73.1 ± 1.9,95.2 ± 0.2,93.8 ± 0.1,80.8 ± 0.4,15.2 ± 0.2,22.6 ± 1.1,64.6 ± 0.9,93.2 ± 3.3,87.5 ± 4.5,70.9 ± 4.2,74.7 ± 1.2,95.7 ± 0.4,94.3 ± 0.3,86.7 ± 2.3,84.0 ± 0.0,74.7 ± 6.1
motor_plug,87.7 ± 4.1,97.9 ± 0.9,95.9 ± 0.2,97.7 ± 0.2,74.6 ± 3.9,71.6 ± 2.3,89.6 ± 0.8,53.9 ± 2.1,36.2 ± 3.1,28.7 ± 4.7,97.7 ± 1.3,99.7 ± 0.2,97.6 ± 0.6,33.3 ± 20.1,10.7 ± 10.1,6.7 ± 8.3
mouse_socket,84.2 ± 0.4,96.9 ± 0.1,92.4 ± 0.1,98.5 ± 0.1,64.9 ± 0.2,63.0 ± 0.1,77.6 ± 0.4,86.5 ± 1.0,72.8 ± 4.8,54.4 ± 1.8,84.1 ± 1.0,97.6 ± 0.2,94.5 ± 0.2,89.3 ± 6.1,73.3 ± 10.1,56.0 ± 4.0
multi_function_switch,96.1 ± 0.6,99.5 ± 0.1,97.2 ± 0.2,84.4 ± 0.2,49.5 ± 0.7,54.4 ± 0.6,73.9 ± 0.2,32.8 ± 2.8,22.1 ± 3.6,14.7 ± 3.6,99.2 ± 0.3,99.9 ± 0.1,98.8 ± 0.3,10.7 ± 2.3,5.3 ± 2.3,1.3 ± 2.3
nylon_ball_head,89.3 ± 2.5,98.5 ± 0.4,95.1 ± 0.6,92.9 ± 0.2,64.4 ± 0.5,65.2 ± 0.6,76.7 ± 0.1,69.9 ± 10.4,49.6 ± 15.2,35.2 ± 7.9,89.7 ± 2.4,98.5 ± 0.3,96.7 ± 0.3,45.3 ± 6.1,36.0 ± 10.6,29.3 ± 9.2
optical_fiber_outlet,92.4 ± 2.0,99.0 ± 0.3,95.3 ± 0.3,98.6 ± 0.1,80.5 ± 0.9,75.6 ± 0.6,90.1 ± 0.6,62.2 ± 4.8,47.5 ± 10.0,26.5 ± 12.5,95.7 ± 0.1,99.4 ± 0.1,96.7 ± 0.3,52.0 ± 4.0,25.3 ± 4.6,14.7 ± 6.1
pencil_sharpener,89.7 ± 0.8,98.4 ± 0.1,94.6 ± 0.3,98.6 ± 0.1,60.7 ± 1.2,57.5 ± 1.4,86.1 ± 1.2,69.6 ± 4.5,55.9 ± 5.3,35.8 ± 3.0,95.2 ± 0.3,99.4 ± 0.1,96.8 ± 0.2,40.0 ± 6.9,29.3 ± 6.1,18.7 ± 2.3
pinboard_connector,85.6 ± 0.6,98.1 ± 0.1,94.1 ± 0.0,83.8 ± 0.4,27.2 ± 0.3,32.1 ± 0.2,81.0 ± 0.3,93.9 ± 2.4,75.5 ± 3.3,51.7 ± 5.9,84.8 ± 0.8,98.1 ± 0.2,94.3 ± 0.2,88.0 ± 4.0,86.7 ± 2.3,70.7 ± 6.1
pitch_connector,88.4 ± 0.3,97.9 ± 0.1,93.1 ± 0.3,92.0 ± 0.2,72.5 ± 0.5,70.9 ± 0.5,85.4 ± 0.4,82.4 ± 2.1,65.6 ± 2.7,41.5 ± 2.6,88.7 ± 1.0,98.5 ± 0.2,94.4 ± 0.3,81.3 ± 2.3,68.0 ± 6.9,53.3 ± 6.1
pneumatic_elbow,82.3 ± 0.8,97.2 ± 0.1,94.9 ± 0.3,91.4 ± 0.2,63.2 ± 1.2,61.8 ± 1.3,64.0 ± 0.7,72.9 ± 3.8,63.3 ± 6.2,49.5 ± 4.5,85.7 ± 1.1,98.0 ± 0.2,94.9 ± 0.1,77.3 ± 4.6,65.3 ± 2.3,46.7 ± 4.6
pot_core,95.3 ± 0.2,99.3 ± 0.0,97.3 ± 0.1,91.7 ± 0.2,59.6 ± 0.6,58.9 ± 0.5,62.7 ± 0.3,27.7 ± 1.2,19.2 ± 1.8,14.5 ± 0.4,98.3 ± 0.3,99.7 ± 0.1,99.3 ± 0.3,6.7 ± 2.3,5.3 ± 2.3,4.0 ± 0.0
potentiometer,83.6 ± 1.1,95.9 ± 0.3,94.2 ± 1.1,97.8 ± 0.6,43.6 ± 3.7,42.3 ± 2.6,91.0 ± 2.1,52.7 ± 11.8,43.5 ± 8.5,37.7 ± 5.1,87.6 ± 19.0,98.2 ± 2.8,97.5 ± 2.8,40.0 ± 48.7,38.7 ± 49.7,36.0 ± 52.0
power_bank_module,86.8 ± 3.0,97.8 ± 0.5,93.7 ± 0.3,77.3 ± 1.0,34.7 ± 1.0,39.2 ± 1.0,69.5 ± 0.3,82.4 ± 7.7,65.5 ± 7.7,42.5 ± 10.5,89.0 ± 2.7,98.1 ± 0.5,97.3 ± 0.9,37.3 ± 14.0,32.0 ± 16.0,22.7 ± 8.3
power_inductor,79.6 ± 0.9,95.8 ± 0.4,94.5 ± 0.1,94.0 ± 0.3,37.0 ± 1.8,39.3 ± 2.6,74.4 ± 0.6,68.0 ± 1.8,58.9 ± 5.3,46.0 ± 2.7,84.6 ± 3.3,97.7 ± 0.6,94.9 ± 0.5,84.0 ± 10.6,60.0 ± 6.9,46.7 ± 16.7
power_jack,77.0 ± 0.9,96.0 ± 0.2,94.1 ± 0.2,87.5 ± 0.9,3.4 ± 0.4,7.8 ± 1.0,61.4 ± 2.6,89.6 ± 5.2,77.1 ± 5.0,63.8 ± 5.0,85.5 ± 1.0,97.8 ± 0.2,95.4 ± 0.3,69.3 ± 2.3,57.3 ± 6.1,45.3 ± 6.1
power_strip_socket,80.3 ± 0.9,92.9 ± 1.1,87.1 ± 0.3,97.1 ± 0.2,48.7 ± 0.7,52.7 ± 0.6,80.8 ± 1.0,90.0 ± 1.8,77.5 ± 1.0,60.0 ± 1.7,81.1 ± 15.4,96.6 ± 3.2,95.4 ± 0.6,61.3 ± 8.3,52.0 ± 8.0,38.7 ± 16.2
pulse_transformer,71.6 ± 3.0,93.2 ± 0.9,94.0 ± 0.4,86.1 ± 0.9,36.9 ± 0.7,39.2 ± 0.8,70.0 ± 2.4,81.0 ± 8.8,69.8 ± 6.6,62.0 ± 8.3,72.3 ± 2.4,94.6 ± 0.5,94.8 ± 0.3,72.0 ± 4.0,62.7 ± 2.3,56.0 ± 4.0
purple-clay-pot,96.9 ± 0.1,99.5 ± 0.0,97.5 ± 0.1,98.2 ± 0.1,73.2 ± 0.6,71.9 ± 0.3,89.0 ± 0.1,23.5 ± 2.2,14.2 ± 1.5,6.1 ± 0.4,99.0 ± 0.0,99.8 ± 0.0,99.2 ± 0.0,7.4 ± 0.0,7.4 ± 0.0,4.9 ± 2.1
push_button_switch,92.1 ± 0.3,98.7 ± 0.1,94.8 ± 0.2,96.3 ± 0.1,43.0 ± 2.5,45.3 ± 0.9,71.4 ± 0.4,65.4 ± 2.2,45.4 ± 2.8,25.9 ± 3.0,97.7 ± 0.7,99.7 ± 0.1,97.6 ± 0.4,24.0 ± 8.0,16.0 ± 6.9,5.3 ± 2.3
push_in_terminal,82.0 ± 0.8,97.4 ± 0.1,95.5 ± 0.2,96.7 ± 0.3,41.3 ± 2.5,45.2 ± 3.3,85.9 ± 1.3,69.5 ± 3.3,60.6 ± 4.2,49.4 ± 2.8,92.0 ± 1.6,99.0 ± 0.2,96.5 ± 0.7,55.1 ± 17.6,44.9 ± 17.6,24.6 ± 5.0
recorder_switch,71.1 ± 2.7,94.7 ± 0.4,94.1 ± 0.0,98.0 ± 0.2,27.2 ± 2.0,34.2 ± 1.9,81.1 ± 1.2,87.1 ± 2.0,80.1 ± 5.9,69.0 ± 6.7,78.6 ± 2.9,96.5 ± 0.8,94.5 ± 0.2,81.3 ± 8.3,70.7 ± 11.5,57.3 ± 2.3
rectangular-connector-accessories,85.9 ± 0.6,93.6 ± 0.2,86.8 ± 0.2,95.7 ± 0.3,44.2 ± 0.6,49.5 ± 0.1,84.8 ± 0.7,83.8 ± 3.5,65.0 ± 4.6,43.5 ± 1.2,93.9 ± 1.1,99.1 ± 0.2,96.8 ± 0.5,41.3 ± 8.3,32.0 ± 8.0,18.7 ± 6.1
red_terminal,87.6 ± 2.2,97.8 ± 0.4,93.6 ± 0.5,98.0 ± 0.2,66.5 ± 1.7,68.3 ± 1.3,87.2 ± 0.1,78.2 ± 7.1,57.6 ± 7.7,38.9 ± 8.8,89.7 ± 1.7,98.6 ± 0.2,95.6 ± 0.7,64.0 ± 14.4,46.7 ± 6.1,36.0 ± 4.0
retaining_ring,86.5 ± 2.0,97.1 ± 0.4,91.3 ± 0.6,80.5 ± 0.4,45.8 ± 0.3,42.4 ± 0.3,66.7 ± 0.3,80.6 ± 5.1,67.0 ± 7.0,51.9 ± 6.8,89.4 ± 5.1,98.6 ± 0.7,95.0 ± 1.0,70.7 ± 19.7,62.7 ± 22.0,36.0 ± 24.3
rheostat,75.6 ± 5.2,95.8 ± 1.0,94.1 ± 0.1,96.7 ± 0.7,42.1 ± 5.5,45.4 ± 4.7,86.1 ± 1.8,85.2 ± 1.7,71.7 ± 5.3,56.1 ± 10.6,83.1 ± 6.2,97.3 ± 1.0,94.5 ± 0.3,82.7 ± 9.2,62.7 ± 15.1,46.7 ± 22.0
rotary_position_sensor,83.2 ± 0.9,97.0 ± 0.2,92.9 ± 0.2,84.0 ± 0.3,36.7 ± 0.6,42.1 ± 0.4,66.4 ± 0.9,86.2 ± 3.2,72.5 ± 2.6,55.6 ± 6.0,89.9 ± 1.6,98.6 ± 0.3,95.5 ± 0.3,65.3 ± 2.3,53.3 ± 2.3,42.7 ± 9.2
round_twist_switch,79.8 ± 0.5,96.5 ± 0.1,93.4 ± 0.0,95.1 ± 0.1,37.2 ± 1.0,40.6 ± 1.2,58.7 ± 0.5,92.3 ± 1.1,83.7 ± 1.1,64.5 ± 2.9,87.1 ± 0.8,98.3 ± 0.1,94.5 ± 0.2,81.3 ± 2.3,69.3 ± 6.1,54.7 ± 6.1
self-lock_switch,76.9 ± 2.2,95.9 ± 0.6,94.0 ± 0.1,94.7 ± 0.2,42.8 ± 2.8,46.6 ± 1.9,79.1 ± 0.6,91.1 ± 1.2,80.2 ± 1.6,65.7 ± 2.7,75.8 ± 5.0,95.3 ± 1.1,95.6 ± 0.4,66.7 ± 2.3,57.3 ± 6.1,50.7 ± 10.1
shelf_support_module,91.8 ± 0.6,98.8 ± 0.1,96.0 ± 0.3,86.8 ± 0.6,44.9 ± 1.6,44.7 ± 0.8,70.8 ± 1.1,52.8 ± 4.2,43.3 ± 2.3,31.1 ± 6.5,95.3 ± 1.1,99.4 ± 0.2,97.2 ± 0.3,42.7 ± 10.1,33.3 ± 8.3,25.3 ± 8.3
side_press_switch,96.2 ± 0.2,99.5 ± 0.0,96.5 ± 0.1,98.4 ± 0.1,81.9 ± 0.7,75.7 ± 0.6,89.5 ± 0.2,43.2 ± 2.8,24.0 ± 3.7,9.3 ± 1.2,98.6 ± 0.1,99.8 ± 0.0,98.4 ± 0.2,16.0 ± 6.9,9.3 ± 2.3,4.0 ± 4.0
side_release_buckle,75.8 ± 2.1,95.8 ± 0.4,94.6 ± 0.1,93.5 ± 0.5,23.2 ± 1.1,25.4 ± 1.0,84.1 ± 1.0,78.0 ± 3.4,68.0 ± 2.3,54.9 ± 1.8,68.3 ± 7.4,94.7 ± 1.0,94.5 ± 0.8,85.3 ± 18.9,74.7 ± 12.9,64.0 ± 20.8
silicon_cell_sensor,75.1 ± 2.8,95.8 ± 0.5,94.3 ± 0.2,98.0 ± 0.4,47.1 ± 5.1,47.3 ± 4.8,90.1 ± 0.7,89.1 ± 7.2,83.7 ± 6.8,67.2 ± 7.0,89.6 ± 3.0,97.9 ± 0.4,97.4 ± 0.4,29.3 ± 8.3,25.3 ± 11.5,20.0 ± 10.6
sim_card_reader,92.8 ± 1.2,99.0 ± 0.2,94.8 ± 0.6,88.1 ± 0.1,60.7 ± 0.6,63.8 ± 0.3,78.4 ± 0.7,69.3 ± 8.9,48.4 ± 5.5,29.5 ± 6.3,98.4 ± 0.5,99.8 ± 0.1,97.6 ± 0.8,28.0 ± 14.4,6.7 ± 4.6,0.0 ± 0.0
single-pole_potentiometer,71.1 ± 1.0,94.4 ± 0.3,93.3 ± 0.0,92.5 ± 0.5,21.7 ± 3.6,28.6 ± 3.2,63.6 ± 0.2,95.5 ± 1.8,87.7 ± 1.8,76.8 ± 0.8,86.3 ± 0.6,98.1 ± 0.1,94.9 ± 0.5,72.0 ± 4.0,64.0 ± 4.0,48.0 ± 4.0
single_switch,82.1 ± 0.4,97.2 ± 0.1,94.1 ± 0.1,97.5 ± 0.2,49.5 ± 3.6,51.6 ± 4.0,63.5 ± 0.3,91.3 ± 1.4,81.7 ± 4.0,54.0 ± 7.6,92.7 ± 0.5,99.0 ± 0.1,95.9 ± 0.7,57.3 ± 16.2,36.0 ± 4.0,26.7 ± 6.1
slide_switch,91.5 ± 1.1,98.6 ± 0.4,96.2 ± 0.1,92.7 ± 0.1,26.3 ± 0.7,28.2 ± 0.8,60.8 ± 0.1,52.2 ± 0.5,41.6 ± 3.2,27.9 ± 5.1,97.5 ± 3.7,99.4 ± 0.9,99.6 ± 0.2,6.7 ± 4.6,6.7 ± 4.6,2.7 ± 4.6
slipper- model,87.4 ± 1.1,98.0 ± 0.2,94.6 ± 0.1,94.1 ± 0.3,54.1 ± 1.2,55.6 ± 1.2,82.9 ± 0.3,75.5 ± 4.7,57.3 ± 6.1,39.5 ± 7.4,96.5 ± 0.4,99.3 ± 0.1,99.4 ± 0.1,8.0 ± 0.0,8.0 ± 0.0,6.7 ± 2.3
small_leaf,87.7 ± 2.0,97.8 ± 0.4,93.0 ± 0.3,93.1 ± 0.4,29.6 ± 0.9,35.3 ± 0.4,81.5 ± 0.2,80.3 ± 3.5,61.2 ± 4.1,43.6 ± 10.7,94.9 ± 0.8,99.3 ± 0.1,97.3 ± 0.5,38.7 ± 10.1,24.0 ± 4.0,17.3 ± 4.6
smd_receiver_module,69.1 ± 2.2,90.8 ± 0.6,89.9 ± 0.4,89.2 ± 0.3,35.8 ± 2.4,38.3 ± 1.9,62.2 ± 0.8,89.6 ± 4.0,84.6 ± 2.4,76.8 ± 3.1,81.4 ± 5.3,97.2 ± 0.9,95.0 ± 0.2,77.3 ± 4.6,65.3 ± 8.3,60.0 ± 10.6
solderless_adapter,88.1 ± 2.1,98.4 ± 0.3,94.7 ± 0.4,94.6 ± 0.1,40.1 ± 0.2,40.8 ± 0.2,88.9 ± 0.1,74.1 ± 10.4,61.3 ± 11.2,40.8 ± 8.9,90.4 ± 1.8,98.7 ± 0.3,95.6 ± 0.5,61.3 ± 2.3,48.0 ± 0.0,34.7 ± 6.1
spherical_airstone,89.3 ± 2.7,98.3 ± 0.4,94.9 ± 1.1,95.0 ± 0.3,40.9 ± 7.1,43.2 ± 6.5,72.7 ± 1.2,61.8 ± 16.1,47.2 ± 12.1,34.1 ± 9.8,94.6 ± 2.3,99.3 ± 0.3,97.3 ± 0.9,36.1 ± 19.7,29.2 ± 11.1,18.1 ± 9.6
spring_antenna,88.0 ± 0.8,97.5 ± 0.2,93.7 ± 0.3,91.4 ± 0.2,32.0 ± 1.5,32.9 ± 2.3,82.6 ± 1.1,67.3 ± 3.0,53.1 ± 2.8,39.5 ± 6.3,87.8 ± 0.8,98.2 ± 0.1,95.4 ± 0.8,65.3 ± 18.5,52.0 ± 14.4,38.7 ± 4.6
square_terminal,94.1 ± 1.0,99.3 ± 0.2,95.3 ± 0.5,83.9 ± 0.1,54.5 ± 0.9,57.7 ± 0.6,78.5 ± 0.4,76.3 ± 5.0,42.7 ± 5.5,15.2 ± 5.8,99.4 ± 0.2,99.9 ± 0.0,99.4 ± 0.4,8.3 ± 4.2,4.2 ± 0.0,1.4 ± 2.4
steering_T-head,98.2 ± 0.3,99.7 ± 0.1,98.1 ± 0.3,98.8 ± 0.0,76.7 ± 0.3,73.5 ± 0.2,94.3 ± 0.1,17.5 ± 0.8,9.2 ± 1.2,5.0 ± 1.6,99.7 ± 0.3,99.9 ± 0.1,99.6 ± 0.2,2.7 ± 2.3,1.3 ± 2.3,1.3 ± 2.3
steering_wheel,83.0 ± 2.6,97.6 ± 0.3,94.3 ± 0.1,97.4 ± 0.3,67.6 ± 1.4,61.6 ± 1.6,72.4 ± 1.1,85.1 ± 7.4,72.5 ± 9.0,57.9 ± 10.2,86.1 ± 2.0,98.1 ± 0.2,95.1 ± 0.2,73.3 ± 2.3,48.0 ± 4.0,45.3 ± 6.1
suction-cup,81.1 ± 1.0,96.0 ± 0.2,92.6 ± 0.2,96.0 ± 0.0,64.0 ± 1.3,62.1 ± 1.2,82.3 ± 0.0,82.4 ± 2.8,69.8 ± 1.6,54.0 ± 3.5,84.1 ± 1.2,97.9 ± 0.2,94.2 ± 0.2,89.3 ± 4.6,81.3 ± 4.6,56.0 ± 4.0
telephone_spring_switch,87.5 ± 0.9,98.3 ± 0.2,94.5 ± 0.5,94.3 ± 0.4,69.3 ± 1.6,67.1 ± 1.0,78.2 ± 1.9,77.6 ± 7.3,62.1 ± 7.2,46.1 ± 2.3,97.6 ± 0.7,99.7 ± 0.1,97.3 ± 0.6,37.3 ± 16.2,17.3 ± 6.1,4.0 ± 4.0
tension_snap_release_clip,94.3 ± 0.7,99.2 ± 0.1,97.0 ± 0.5,93.1 ± 0.2,55.1 ± 3.1,54.9 ± 3.5,87.6 ± 1.9,33.8 ± 8.5,27.1 ± 3.1,18.3 ± 3.9,96.4 ± 0.3,99.5 ± 0.0,97.3 ± 0.3,33.3 ± 2.3,26.7 ± 2.3,13.3 ± 4.6
thumbtack,92.6 ± 0.1,98.5 ± 0.0,93.6 ± 0.0,97.5 ± 0.2,47.3 ± 0.8,48.6 ± 0.2,91.9 ± 0.4,65.7 ± 3.9,43.9 ± 1.8,25.1 ± 2.4,98.2 ± 0.2,99.7 ± 0.1,98.4 ± 0.4,16.0 ± 4.0,10.7 ± 2.3,4.0 ± 0.0
thyristor,99.9 ± 0.2,100.0 ± 0.1,99.8 ± 0.2,95.9 ± 0.1,41.0 ± 0.6,41.4 ± 0.6,90.9 ± 0.2,2.1 ± 2.3,0.8 ± 0.8,0.5 ± 0.9,100.0 ± 0.0,100.0 ± 0.0,100.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
